No,TI024111,TI024114,PI024111,PI024114,PDI024112,FI024117,ZI024113,TIA024500A,TIA024501A,TIA024502A,TIA024503A,VIA024502X
4094,26.58,89.39,94.72,0.61,7.46,200574.8,54.66,72.25,56.95,73.43,53.36,37.73
4095,25.9,88.4,94.72,0.61,7.42,200678.9,60.38,72.33,56.98,73.28,53.17,36.97
4096,25.63,89.54,94.72,0.61,7.36,203988,52.93,72.44,56.91,73.24,53.25,36.2
4097,25.76,89.94,94.81,0.61,7.79,200714.6,50.81,72.36,56.87,73.32,53.36,37.35
4098,25.45,90.13,94.81,0.61,7.66,200789.2,50.81,72.47,56.95,73.21,53.25,37.16
4099,25.18,89.39,94.75,0.61,7.77,201571.2,50.93,72.4,56.91,73.1,53.36,38.11
4100,24.77,89.98,94.81,0.62,7.43,200675.6,49.68,72.47,56.91,73.39,53.43,37.16
4101,23.75,89.69,94.83,0.61,7.53,199018.6,51.12,72.29,56.98,73.06,53.39,36.2
4102,23.47,89.83,94.81,0.61,7.47,217280.5,51.12,72.4,56.95,73.06,53.43,36.59
4103,24.57,89.8,94.83,0.61,7.49,219914.9,51.2,72.47,56.98,73.17,53.47,36.97
4104,24.63,89.61,94.86,0.61,7.57,221890.7,53.25,72.51,56.95,73.24,53.39,34.87
4105,24.4,90.6,94.92,0.62,7.36,209014.4,50.81,72.4,57.13,73.54,53.72,35.63
4106,24.12,89.69,94.95,0.61,7.64,216186.8,52.71,72.44,57.24,73.39,53.91,33.54
4107,23.1,89.1,94.92,0.61,7.52,199963.6,54.22,72.51,57.17,73.54,53.76,36.39
4108,22.86,88.77,94.92,0.61,7.42,204169.4,54.25,72.44,57.35,73.35,53.76,36.78
4109,22.04,88.95,94.95,0.61,7.53,203477,54.3,72.44,57.24,73.46,53.76,38.3
4110,21.69,90.75,94.98,0.62,7.51,199305.3,50.42,72.62,57.2,73.61,53.94,47.83
4111,20.46,89.21,94.95,0.61,7.55,203633.2,50.56,72.36,57.28,73.21,53.83,36.2
4112,20.05,88.59,94.95,0.62,7.41,199560.4,51.76,72.33,57.02,73.17,53.61,37.92
4113,19.68,88.66,94.89,0.61,7.53,201224.1,51.61,72.22,56.98,72.95,53.54,36.97
4114,19.85,88.51,94.92,0.61,7.58,203024.2,52.73,72.47,57.02,73.06,53.43,37.73
4115,19.06,88.84,95.01,0.61,7.47,199586.2,48.15,72.29,56.98,72.77,53.69,36.59
4116,18.99,87.78,95.07,0.61,7.6,215060.3,53.25,72.22,56.65,72.51,53.28,38.49
4117,18.79,88.15,95.16,0.62,7.75,207274.2,52,72.25,56.65,72.8,53.28,36.78
4118,18.52,88.59,95.22,0.62,7.69,215547.3,49.93,72.22,56.62,72.47,53.25,35.44
4119,18.48,88.07,95.27,0.61,7.6,208745.5,49.93,72.11,56.58,72.36,53.21,36.97
4120,18.35,89.65,95.27,0.62,7.39,209856.9,47.95,72.25,56.58,72.62,53.43,36.2
4121,18.35,87.42,95.27,0.62,7.49,219451,52.17,72.07,56.58,72.4,52.92,36.01
4122,18.58,87.63,95.24,0.62,7.48,207526.4,52.17,72.18,56.54,72.55,52.95,35.82
4123,18.35,87.93,95.27,0.62,7.55,219401.2,51.03,72.25,56.58,72.58,53.14,36.2
4124,18.41,87.56,95.24,0.62,7.95,208349.7,52.71,72.22,56.58,72.69,53.14,36.39
4125,18.48,88.26,95.27,0.62,7.77,214074.9,48.12,72.29,56.69,72.58,53.25,35.82
4126,18.48,88,95.19,0.61,7.72,219720,50.78,72.22,56.54,72.44,53.06,36.78
4127,18.62,88.4,95.22,0.62,7.56,210895.1,50.73,72.33,56.91,72.84,53.1,36.97
4128,18.48,88.4,95.24,0.62,7.69,220777.1,50.71,72.22,56.65,72.84,53.17,36.78
4129,18.82,88.11,95.33,0.61,7.58,219623.5,52.83,72.25,56.69,72.84,53.21,35.82
4130,18.69,88.29,95.27,0.62,7.41,217300.5,49.73,72.36,56.73,72.77,53.21,36.01
4131,19.03,87.38,95.42,0.61,7.56,210665.7,50.81,72.33,56.65,72.69,53.32,35.44
4132,19.13,89.03,95.48,0.62,7.52,214350.3,51.17,72.22,56.91,72.69,53.28,36.39
4133,19.58,88.66,95.45,0.62,7.43,219604,53.25,72.47,56.8,72.99,53.32,38.11
4134,19.92,86.83,95.48,0.62,7.63,214499.6,65.45,72.22,57.02,73.28,53.14,34.49
4135,21.28,89.28,95.48,0.61,7.61,211177.9,52.1,72.47,56.98,73.21,53.54,35.25
4136,23.61,89.21,95.45,0.61,7.68,215090,53.25,72.33,57.06,73.24,53.8,35.25
4137,25.28,88.26,95.33,0.62,7.44,215852.2,59.33,72.55,57.2,73.57,53.58,35.63
4138,26.58,88.48,95.33,0.62,7.49,221266.3,59.74,72.51,57.39,73.79,53.65,32.39
4139,27.37,87.16,95.33,0.61,7.54,212261.2,72.31,72.33,57.42,74.08,53.5,32.58
4140,29.56,88.95,95.27,0.61,7.59,213932.8,61.28,72.55,57.42,74.01,53.76,32.39
4141,29.35,88.22,95.24,0.61,7.63,210815.6,63.23,72.51,57.42,74.12,53.61,34.11
4142,28.67,87.96,95.24,0.62,7.41,203982.3,63.23,72.44,57.2,73.94,53.5,33.54
4143,27.27,88.15,95.27,0.62,7.61,218472.2,63.16,72.4,57.35,73.98,53.5,33.16
4144,27.54,88.07,95.27,0.61,7.46,220393.1,69.36,72.29,57.5,74.41,53.47,35.82
4145,26.69,89.1,95.42,0.61,7.61,221363.3,58.35,72.55,57.42,73.83,53.91,35.06
4146,26.48,88.92,95.48,0.62,7.62,214815.9,59.3,72.47,57.46,73.83,53.8,35.82
4147,26.75,88.81,95.51,0.61,7.77,211163.8,58.08,72.55,57.31,74.05,53.8,35.06
4148,26.27,88.48,95.63,0.62,7.53,223483.3,59.08,72.55,57.42,73.83,53.69,35.25
4149,25.83,88.51,95.71,0.62,7.57,217468.3,55.96,72.4,57.09,74.01,53.5,38.87
4150,23.88,88.88,95.89,0.62,7.66,214151,49.93,72.47,57.31,73.43,53.8,36.01
4151,24.46,88.4,96.01,0.61,7.55,207559.3,49.93,72.36,56.8,72.73,52.99,37.54
4152,23.81,88,96.06,0.62,7.56,204442.3,49.93,72.14,56.29,72.4,52.66,36.39
4153,23.57,87.71,96.01,0.62,7.63,211455.3,49.93,72.07,56.07,72.14,52.3,36.97
4154,22.41,89.58,96.01,0.62,7.67,206108.4,46.31,72.25,56.1,72.14,52.44,35.82
4155,22.31,87.38,96.04,0.61,7.49,203953.1,47.58,72.07,56.14,71.92,52.22,36.59
4156,22.75,87.49,96.09,0.62,7.58,197921.1,48.76,72.14,55.88,71.96,52.26,37.16
4157,22.04,88,96.09,0.62,7.38,202583.5,48.78,72.11,55.99,72.07,52.3,36.2
4158,22.55,87.6,96.12,0.61,7.6,203780.3,48.76,71.96,55.88,71.85,52.19,37.35
4159,22.82,89.32,96.18,0.62,7.61,202595.5,46.29,72.22,55.96,71.85,52.26,36.97
4160,22.24,88.11,96.21,0.62,7.42,205561.3,49.27,72.07,55.85,71.89,52.22,34.49
4161,22.65,87.74,96.27,0.62,7.69,201936.5,49.24,72.07,56.07,71.92,52.26,38.11
4162,22.31,87.23,96.27,0.61,7.43,206949.2,49.22,71.92,55.99,71.81,52.22,36.78
4163,22.45,87.45,96.24,0.61,7.51,204413.8,49.22,72.03,56.07,71.89,52.3,36.01
4164,22.69,88.4,96.24,0.62,7.58,211050.8,48.93,72.18,56.03,71.89,52.3,35.82
4165,23.57,88.26,96.15,0.61,7.84,227302.5,48.9,72.11,56.1,71.92,52.48,35.06
4166,24.16,87.45,96.12,0.61,7.44,204354.2,48.95,72.22,56.03,72.18,52.37,34.87
4167,24.33,88.26,96.01,0.61,7.55,200553.1,48.9,72.07,56.18,72.11,52.48,35.25
4168,24.46,88.62,95.92,0.62,7.43,206003.1,48.98,72.33,56.18,72.29,52.55,33.92
4169,24.16,88.77,95.92,0.62,7.54,202676.9,48.85,72.18,56.36,72.55,52.48,34.49
4170,24.19,88.7,95.83,0.61,7.49,216257.9,48.93,72.14,56.4,72.18,52.63,35.44
4171,24.6,88.62,95.83,0.61,7.42,202514.7,48.98,72.18,56.18,72.29,52.48,36.2
4172,24.4,87.2,95.83,0.62,7.52,213571.5,53.27,72.18,56.29,72.4,52.26,35.63
4173,24.16,87.89,95.83,0.62,7.26,219917.8,53.27,72.18,56.21,72.29,52.37,34.3
4174,24.02,89.87,95.83,0.62,7.75,202357.2,46.88,72.33,56.18,72.29,52.48,35.44
4175,24.12,88.29,95.89,0.62,7.39,207078.4,48.49,72.14,56.18,72.18,52.37,36.59
4176,24.12,88.4,95.86,0.61,7.58,208478,50.24,72.18,56.03,72.03,52.3,37.92
4177,23.98,89.14,95.95,0.62,7.47,204406.6,46.95,72.18,56.03,72.22,52.37,35.82
4178,24.16,88.55,95.98,0.62,7.49,204209.6,51.25,72.18,55.96,72.22,52.22,38.11
4179,23.71,88.59,95.95,0.61,7.42,204709.4,47.14,72,56.03,71.63,52.37,36.2
4180,23.95,88.29,95.92,0.61,7.34,202915.9,50.22,71.89,55.77,71.67,52.22,39.25
4181,23.44,87.56,95.92,0.61,7.58,201897.2,51.05,71.89,55.7,71.81,51.86,36.01
4182,22.86,88.7,95.83,0.62,7.47,201116.6,50.1,71.96,55.66,71.7,51.97,34.68
4183,22.99,87.2,95.83,0.61,7.52,201777.5,54.3,71.81,55.74,71.78,51.86,35.44
4184,22.75,88.84,95.77,0.62,7.39,204735,48.71,71.89,55.63,71.63,51.78,35.25
4185,22.24,88.55,95.77,0.62,7.48,201476.1,49.63,71.7,55.55,71.41,51.86,35.82
4186,20.64,88.18,95.83,0.62,7.52,199389,47.39,71.92,55.55,71.41,51.86,40.21
4187,18.55,86.94,95.92,0.62,7.56,199792.4,48.07,71.78,55.37,71.01,51.64,36.2
4188,19.51,87.31,95.86,0.61,7.58,202085.2,53.42,71.78,55.52,71.34,51.6,37.54
4189,19.75,88.37,95.92,0.61,7.48,204788.4,46.66,71.92,55.7,71.08,52.04,36.97
4190,20.91,88.33,95.89,0.61,7.65,204211.9,46.56,72.11,55.81,71.48,52.19,36.78
4191,22.62,88.95,95.86,0.61,7.53,200093.3,48.24,72.11,55.96,71.78,52.37,35.44
4192,23.95,88.59,95.83,0.61,7.32,203263.2,49.02,72.11,56.32,71.96,52.73,34.11
4193,25.59,87.45,95.74,0.61,7.52,198788.9,58.3,72.25,56.54,72.84,52.66,33.54
4194,26.48,90.23,95.71,0.61,7.58,204399.3,48.98,72.51,56.73,73.02,53.17,33.73
4195,28.7,90.2,95.6,0.61,7.63,201092,48.95,72.4,56.8,72.91,53.17,33.54
4196,29.52,90.42,95.51,0.61,7.63,202074,50.12,72.58,56.73,73.1,52.92,34.49
4197,31.16,90.02,95.39,0.61,7.56,207081.5,51.2,72.4,56.51,72.73,52.81,35.06
4198,30.62,89.03,95.3,0.61,7.56,207867.8,56.89,72.25,56.47,73.17,52.7,34.3
4199,30.75,89.47,95.22,0.61,7.71,206712.2,52.73,72.33,56.58,72.99,52.81,35.25
4200,30.85,89.69,95.16,0.61,7.51,211167.9,54.2,72.25,56.58,73.06,52.7,33.73
4201,30.68,89.43,95.16,0.61,7.79,214139.8,55.18,72.25,56.32,72.73,52.55,35.25
4202,28.84,88.66,95.19,0.61,7.84,218418.5,55.27,71.96,56.4,72.44,52.63,33.92
4203,27.23,90.02,95.19,0.62,7.51,222815.3,52.88,72.22,56.4,72.73,52.73,37.54
4204,26.72,89.83,95.24,0.61,7.58,213646.7,49.93,72.14,56.32,72.73,52.7,36.01
4205,26.92,89.58,95.27,0.61,7.91,203583.5,51.17,71.96,56.36,72.62,52.48,36.97
4206,27.03,89.58,95.27,0.61,7.43,202714.4,51.17,72.22,56.21,72.44,52.37,38.68
4207,26.89,89.43,95.27,0.61,7.52,201139.6,50.98,72.22,56.14,72.47,52.37,36.2
4208,26.99,90.53,95.27,0.62,7.56,195937.5,49.05,72.07,56.03,72.36,52.37,38.11
4209,26.41,89.54,95.27,0.61,7.57,206214,50.24,72.18,56.1,72.22,52.3,33.35
4210,25.59,89.17,95.22,0.61,7.54,202402.1,49.02,72.11,55.92,71.92,52.3,36.2
4211,25.93,89.69,95.22,0.62,7.43,194907,52.2,71.96,56.1,72.07,52.11,33.92
4212,25.39,88.95,95.16,0.62,7.44,198430.6,50.61,71.96,55.88,72.07,52.15,36.01
4213,25.42,89.76,95.19,0.62,7.31,198136.4,49,72.18,55.92,72.11,52.11,36.01
4214,26,88.44,95.24,0.61,7.81,201499.2,50.27,72.03,55.85,71.78,52,37.16
4215,26.41,89.28,95.22,0.61,7.22,201370.9,50.27,72.18,55.88,72.11,52.19,36.59
4216,26.55,90.2,95.24,0.61,7.35,198751.6,50.24,72.29,56.4,72.51,52.81,35.44
4217,26.72,91.44,95.3,0.61,7.54,200653.8,50.27,72.44,56.95,72.95,53.25,35.63
4218,28.02,93.27,95.27,0.62,7.33,200392.5,48.98,72.58,57.17,73.24,53.58,36.2
4219,28.8,92.32,95.33,0.61,7.31,218277,50.22,72.66,57.24,73.5,53.69,33.92
4220,29.9,92.4,95.3,0.61,7.25,204239.3,51.17,72.62,57.39,73.68,53.94,33.73
4221,30.24,91.3,95.27,0.61,7.38,202019,54.27,72.55,57.5,73.79,53.91,33.73
4222,29.86,92.65,95.22,0.62,7.43,205714.3,54.25,72.66,57.64,74.23,53.94,33.35
4223,30.44,93.46,95.19,0.62,7.57,204785.2,51.83,72.62,57.17,73.72,53.58,34.68
4224,31.03,91.81,95.16,0.62,7.29,218895.9,52.1,72.51,56.84,73.35,53.03,35.44
4225,31.09,90.56,95.04,0.61,7.36,208893.9,53.2,72.25,56.54,72.84,52.92,34.87
4226,33.08,90.42,95.01,0.61,7.29,204065.3,53.13,72.22,56.54,72.88,52.73,33.73
4227,31.95,90.78,94.95,0.61,7.51,203729.3,53.13,72.18,56.43,72.91,52.73,35.25
4228,31.47,89.03,94.86,0.61,7.49,210245.5,62.38,72.07,56.4,73.13,52.59,35.25
4229,30.41,89.98,94.86,0.61,7.29,211759.1,54.1,72.18,56.73,72.91,52.92,34.49
4230,30.41,89.87,94.86,0.61,7.39,199815.7,54.13,72.25,56.69,73.06,53.03,35.63
4231,30.27,89.39,94.86,0.61,7.51,203026.8,54.13,72.22,56.62,72.91,52.92,34.68
4232,29.66,89.39,94.95,0.61,7.68,201107.5,54.08,72.18,56.58,72.77,52.66,36.78
4233,29.28,88.99,94.95,0.61,7.38,201420.2,60.45,72.03,56.47,72.91,52.59,36.01
4234,29.45,89.65,94.98,0.61,7.42,205833,53.49,72.07,56.36,72.55,52.63,35.82
4235,29.08,90.6,94.95,0.61,7.37,199584.7,50.83,72.25,56.47,72.8,52.81,35.82
4236,29.01,90.31,94.95,0.61,7.36,200523.8,49.98,72.33,56.32,72.66,52.73,35.25
4237,28.87,89.91,95.01,0.61,7.31,200959.6,50.05,72.14,56.29,72.33,52.41,36.97
4238,28.6,88.4,94.95,0.6,7.49,204866.8,55.96,72.03,56.21,72.47,52.3,36.78
4239,28.74,89.91,94.92,0.61,7.47,218135.2,49.93,72.11,56.14,72.14,52.48,36.78
4240,24.87,89.03,95.01,0.61,7.44,202493.8,52.2,72.07,56.1,72.11,52.3,36.59
4241,24.02,89.58,95.07,0.61,7.36,197389.1,48.93,72.03,56.03,71.78,52.26,39.25
4242,23.81,88.59,94.98,0.61,7.34,198812.6,52.25,71.74,55.85,71.81,52.15,37.54
4243,23.95,87.2,95.04,0.61,7.42,198401.8,61.06,71.85,55.81,72.03,51.78,36.39
4244,22.69,89.21,95.13,0.61,7.33,203534,47.14,72.03,55.88,71.7,52.11,34.87
4245,22.69,90.34,95.16,0.61,7.58,201715.7,47.12,72.11,55.92,71.67,52.22,37.35
4246,22.82,88.84,95.19,0.61,7.25,198478.4,51.27,72,56.18,71.92,52.44,36.01
4247,24.22,90.42,95.24,0.61,7.35,196294.9,51.22,72.36,56.62,72.58,53.17,39.82
4248,25.25,91.22,95.19,0.61,7.49,204727,57.64,72.33,57.06,73.28,53.65,36.01
4249,25.49,92.32,95.22,0.62,7.48,202164.8,50.44,72.73,57.35,73.46,54.09,33.54
4250,26.58,91.44,95.16,0.61,7.37,196737,52.12,72.8,57.39,73.5,53.94,35.63
4251,27.85,91.04,95.1,0.61,7.3,199525.3,53.2,72.58,57.28,73.65,53.69,36.59
4252,28.6,90.49,95.1,0.61,7.39,198357,54.22,72.55,57.35,73.46,53.54,35.44
4253,29.9,90.2,94.98,0.61,7.35,199034.4,57.86,72.44,57.28,73.57,53.58,33.54
4254,31.16,91.22,94.98,0.61,7.66,198888.8,54.98,72.55,57.2,73.57,53.54,34.49
4255,31.5,90.2,94.86,0.61,7.42,199670.6,57.2,72.29,57.13,73.65,53.54,35.06
4256,31.95,89.87,94.83,0.61,7.49,215934.8,57.74,72.4,57.39,73.87,53.58,33.92
4257,30.96,90.45,94.81,0.61,7.48,212963.2,58.15,72.47,57.46,73.9,53.76,34.11
4258,31.78,90.09,94.75,0.61,7.1,224564.9,64.77,72.62,57.39,74.27,53.5,35.25
4259,31.64,91.19,94.72,0.61,7.53,210519.9,55.18,72.77,57.68,74.23,54.02,34.87
4260,30.17,90.82,94.72,0.62,7.4,221611.3,60.25,72.69,57.64,74.38,53.91,36.39
4261,29.15,90.34,94.78,0.62,7.51,216856.5,56.91,72.58,57.35,74.27,53.69,35.25
4262,28.6,89.39,94.83,0.61,7.4,213961.6,54.49,72.36,57.06,73.13,53.39,35.82
4263,29.8,88.4,94.81,0.61,7.76,211908.9,64.92,72.22,56.91,73.24,52.84,38.11
4264,28.36,89.39,94.86,0.61,7.34,204566.4,52.71,72.29,56.65,72.77,53.06,34.87
4265,28.43,89.36,94.86,0.61,7.21,205317.4,54.88,72.29,56.54,72.8,52.92,36.59
4266,27.54,89.47,94.83,0.61,7.54,194853.9,53.91,72.22,56.58,73.06,52.81,36.39
4267,27.4,89.98,94.86,0.61,7.6,197612.2,52.95,72.33,56.43,72.69,52.77,37.35
4268,25.45,87.09,94.81,0.61,7.16,200829.4,57.89,71.92,56.21,72.73,52.37,35.63
4269,25.04,89.03,94.83,0.61,7.33,201640.6,51.95,72,56.29,72.33,52.63,36.01
4270,22.93,87.74,94.83,0.61,7.22,195826.5,54.25,71.96,56.18,72.25,52.44,38.3
4271,24.16,88.44,94.86,0.61,7.28,197955,54.22,72.07,56.1,72.36,52.52,38.68
4272,24.67,89.87,94.83,0.61,7.46,196333.3,50.9,72.22,56.25,72.36,52.73,38.87
4273,22.04,90.42,94.92,0.61,7.26,202504.4,49.93,72.36,56.8,72.77,53.17,36.2
4274,23.03,91.44,94.92,0.61,7.46,199984.3,48.95,72.55,57.13,73.06,53.87,36.2
4275,22.79,91.37,94.98,0.61,7.35,198098.5,52,72.58,57.17,73.32,53.87,38.3
4276,22.58,91.33,95.01,0.61,7.51,207380.4,54.25,72.58,57.39,73.35,53.94,36.2
4277,24.63,92.36,95.04,0.61,7.53,204817.9,51.95,72.8,57.64,73.76,54.35,35.82
4278,26.34,92.94,95.04,0.62,7.47,202841.6,54.54,72.73,57.61,74.08,54.24,35.25
4279,27.78,91.04,94.95,0.61,7.38,201086,56.91,72.55,57.42,73.65,53.87,33.92
4280,29.35,90.09,94.98,0.61,7.46,199055.6,59.45,72.55,57.42,73.87,53.5,32.96
4281,30.44,89.65,94.86,0.61,7.35,203572.8,61.79,72.62,57.46,73.94,53.58,34.87
4282,31.4,89.98,94.86,0.61,7.44,207099,63.26,72.4,57.39,74.05,53.43,32.96
4283,31.68,90.27,94.81,0.61,7.4,205463.4,68.6,72.4,57.46,74.27,53.54,32.39
4284,31.74,90.78,94.72,0.61,7.45,223087.8,57.47,72.55,57.57,74.27,54.05,32.2
4285,31.68,90.34,94.72,0.61,7.39,202816.5,68.85,72.55,57.72,74.01,53.87,35.06
4286,31.57,88.51,94.6,0.62,7.44,202058.1,66.21,72.73,57.68,75.04,53.72,37.35
4287,31.23,87.2,94.66,0.61,7.22,203734.6,69.31,72.33,57.68,74.45,53.72,36.01
4288,31.33,89.47,94.63,0.61,7.46,204691.9,72.44,72.36,57.75,74.74,53.83,34.68
4289,29.69,89.47,94.66,0.61,7.25,206446.7,65.5,72.58,57.75,74.96,54.02,38.87
4290,28.6,88.59,94.72,0.61,7.38,202364.7,62.94,72.58,57.79,74.52,54.02,36.2
4291,28.8,87.85,94.72,0.61,7.28,214974.2,62.99,72.55,57.53,74.52,53.72,36.2
4292,28.05,88,94.81,0.62,7.35,209887.7,61.99,72.44,57.24,74.34,53.54,36.97
4293,28.98,87.34,94.75,0.61,7.48,205828.6,64.26,72.33,57.09,73.87,53.39,39.06
4294,27.88,87.71,94.81,0.61,7.23,214313.4,58.15,72.36,57.09,73.5,53.25,36.2
4295,27.13,88.33,94.78,0.61,7.56,205784.2,59.89,72.22,56.84,73.72,53.03,36.01
4296,27.95,88.44,94.75,0.61,7.31,200017.9,53.76,72.14,56.8,73.32,53.06,36.39
4297,26.31,88.51,94.72,0.62,7.41,199410.7,52.88,72.29,56.69,73.35,53.17,37.54
4298,25.39,89.03,94.78,0.62,7.21,201529.5,57.3,72.25,56.8,73.35,52.95,37.35
4299,25.35,89.1,94.72,0.61,7.39,205489.7,47.1,72.14,56.58,72.66,53.06,40.01
4300,23.92,89.47,94.75,0.61,7.49,199902.4,47.1,72.18,56.51,72.62,52.99,39.25
4301,22.75,89.21,94.81,0.61,7.44,204415,49.76,72.25,56.73,72.99,53.32,40.78
4302,23.88,90.67,94.86,0.61,7.62,207668.1,49.81,72.51,57.24,73.24,54.02,40.78
4303,23.57,91,94.86,0.61,7.62,197938.7,51.76,72.55,57.61,73.68,54.2,36.97
4304,23.88,92.14,94.92,0.61,7.36,205780.4,48.36,72.73,57.72,73.76,54.49,35.06
4305,24.36,91.48,94.95,0.61,7.52,206338.7,50.76,72.73,58.01,74.01,54.6,36.97
4306,23.98,91.08,94.95,0.62,7.31,202740,52.71,72.69,57.68,73.98,54.35,39.82
4307,25.35,90.31,94.92,0.62,7.34,205230.3,52.12,72.55,57.42,73.83,53.91,35.06
4308,25.86,88.95,94.86,0.62,7.44,221561.9,64.4,72.4,57.24,74.3,53.54,38.49
4309,26.72,90.23,94.95,0.62,7.52,203930.5,52.73,72.36,57.42,73.83,53.91,34.49
4310,26,90.34,94.95,0.62,7.45,202286.4,52.76,72.55,57.46,74.01,53.94,35.82
4311,26.14,90.23,94.92,0.62,7.66,216070.5,52.76,72.55,57.53,74.08,53.94,37.16
4312,26.38,90.13,94.86,0.62,7.45,202536.6,55.3,72.47,57.42,74.05,54.05,35.25
4313,26.75,89.06,94.81,0.61,7.41,214785.1,54.79,72.55,57.24,73.94,53.8,35.63
4314,26.65,89.58,94.86,0.62,7.4,223828.3,52.22,72.4,57.39,73.54,53.76,34.87
4315,27.06,90.16,94.83,0.62,7.55,195983.9,52.1,72.47,57.39,73.79,53.83,36.78
4316,26.92,89.72,94.72,0.62,7.43,206173.2,53.17,72.58,57.24,73.9,53.69,36.59
4317,27.37,88.95,94.72,0.62,7.47,222027,54.64,72.29,56.95,73.57,53.25,36.2
4318,27.2,88.84,94.78,0.61,7.49,215880.6,54.1,72.25,56.91,73.28,53.06,34.3
4319,25.59,88.81,94.81,0.62,7.42,200619.4,54.64,72.18,56.95,73.24,53.36,34.87
4320,25.63,88.11,94.83,0.62,7.79,199308.7,55.18,72.18,56.95,73.24,53.43,37.73
4321,25.52,88,94.86,0.62,7.64,199118.9,55.27,72.25,56.91,73.5,53.17,35.82
4322,26.48,88.77,94.81,0.62,7.67,203193.6,52.91,72.22,56.54,73.21,53.03,34.68
4323,26.17,89.36,94.86,0.61,7.29,199289.5,49.93,72.18,56.43,72.8,52.77,35.63
4324,25.18,88.11,94.86,0.61,7.4,211892,49.56,72,56.4,72.62,52.63,36.97
4325,25.93,88.22,94.78,0.61,7.44,197982.8,49.61,72.11,56.4,72.51,52.63,37.35
4326,25.45,88.26,94.78,0.61,7.52,203312.9,50.76,72.11,56.32,72.66,52.52,36.39
4327,25.11,88.4,94.81,0.61,7.73,201030.8,52.05,72.11,56.36,72.55,52.81,35.82
4328,24.6,89.83,94.78,0.62,7.46,206441.7,48.98,72.22,56.43,72.73,52.99,36.01
4329,23.57,88.81,94.72,0.61,7.74,206353.9,50.15,72.22,56.51,72.73,52.99,36.01
4330,23.23,90.09,94.75,0.61,7.52,206076,50.66,72.4,56.95,73.21,53.5,36.01
4331,23.47,89.91,94.66,0.61,7.65,203238,53.27,72.47,57.35,73.5,54.05,37.92
4332,22.17,90.86,94.75,0.62,7.52,207757,52.15,72.73,57.61,73.83,54.31,35.82
4333,22.99,91.88,94.81,0.62,7.7,212476.8,47.95,72.73,57.68,73.65,54.53,38.3
4334,22.14,92.73,94.75,0.62,7.68,203451.9,49.02,72.8,57.86,73.9,54.82,38.49
4335,22.52,90.67,94.86,0.61,7.39,220314.6,51.17,72.55,57.53,73.65,54.16,36.78
4336,23.27,88.77,94.78,0.61,7.64,215873.6,53.32,72.4,57.02,73.5,53.83,35.06
4337,24.46,89.69,94.78,0.61,7.66,218936.3,52.05,72.47,57.09,73.24,53.54,35.44
4338,24.98,89.72,94.72,0.62,7.5,217088.8,50.17,72.36,57.24,73.32,53.8,34.3
4339,25.28,90.31,94.75,0.61,7.61,209479.8,52.12,72.58,57.2,73.61,53.8,37.16
4340,26.72,88.95,94.69,0.61,7.73,208031,56.23,72.55,57.28,73.65,53.8,36.97
4341,26.96,89.76,94.6,0.61,7.82,205594.1,55.05,72.62,57.53,73.83,54.02,35.63
4342,26.1,89.06,94.57,0.61,7.49,216187.9,60.35,72.4,57.53,74.08,53.8,34.3
4343,26.07,89.91,94.51,0.62,7.71,216811.5,55.27,72.47,57.46,74.12,54.09,37.54
4344,25.28,89.91,94.54,0.61,7.49,213386.8,53.17,72.62,57.53,73.94,54.13,37.73
4345,24.19,90.2,94.6,0.62,7.57,212975.8,53.17,72.58,57.46,73.87,54.02,36.01
4346,23.2,89.87,94.63,0.62,7.19,217244.9,53.2,72.55,57.39,73.94,53.98,35.82
4347,22.1,88.73,94.66,0.61,7.27,219426.7,56.3,72.4,57.17,73.68,53.61,40.21
4348,21.69,89.5,94.72,0.62,7.41,228035.2,48.93,72.44,56.98,73.02,53.69,37.73
4349,20.94,88.81,94.81,0.61,7.4,208702.9,48.95,72.4,56.98,72.91,53.47,40.01
4350,20.57,88.81,94.92,0.62,7.31,211168.8,50.15,72.18,56.69,72.91,53.28,38.3
4351,19.75,88.29,94.95,0.61,7.22,214189.1,49.02,72.18,56.73,72.47,53.39,37.73
4352,19.71,87.63,94.95,0.61,7.42,212963.9,54.3,72.22,56.58,72.55,53.17,36.97
4353,19.37,87.85,94.95,0.62,7.52,205199.1,48.05,72.25,56.51,72.36,53.17,35.82
4354,19.23,87.89,94.95,0.61,7.65,204758,48.05,72.22,56.51,72.25,53.03,36.97
4355,18.82,88.59,94.86,0.62,7.47,202025.6,48.71,72.36,56.47,72.62,53.14,36.59
4356,18.62,87.78,94.89,0.62,7.57,197181.6,48.71,72.22,56.43,72.36,52.99,37.73
4357,18.28,86.5,94.86,0.61,7.56,203540.9,58.28,72.03,56.47,72.69,52.73,37.54
4358,17.94,87.74,94.92,0.62,7.47,209357.4,48.68,72.29,56.58,72.47,53.17,37.54
4359,18.24,89.1,94.98,0.62,7.47,222147.6,48.71,72.33,56.98,72.99,53.8,37.35
4360,18.82,90.42,94.98,0.62,7.5,210664.9,48.68,72.66,57.24,73.02,54.24,37.54
4361,18.89,89.91,95.07,0.61,7.4,218094.9,49.73,72.55,57.42,72.84,54.42,37.16
4362,19.61,89.1,95.01,0.61,7.63,230485.7,58.08,72.55,57.61,73.57,54.31,35.63
