No,TI024111,TI024114,PI024111,PI024114,PDI024112,FI024117,ZI024113,TIA024500A,TIA024501A,TIA024502A,TIA024503A,VIA024502X
4363,20.26,91.08,95.04,0.62,7.94,223307.3,47.07,72.62,57.31,73.13,54.24,37.73
4364,21.63,90.05,95.13,0.61,7.52,202172.7,48.07,72.36,56.95,72.84,53.87,40.21
4365,22.58,89.28,95.07,0.61,7.56,203599.8,48.15,72.51,56.95,72.84,53.58,36.39
4366,23.95,89.32,95.01,0.62,7.72,214499.2,50.27,72.4,57.02,73.24,53.61,37.16
4367,25.18,89.91,94.95,0.62,7.78,211569.1,49.9,72.58,57.13,73.54,53.72,36.2
4368,26.14,89.36,94.89,0.61,7.51,216412.4,52.12,72.47,57.24,73.32,53.87,34.11
4369,27.2,89.17,94.83,0.61,7.55,215560.3,54.22,72.44,57.28,73.54,53.91,35.25
4370,28.12,89.47,94.75,0.61,7.44,213647.5,54.2,72.51,57.35,73.83,53.94,33.92
4371,28.7,89.87,94.66,0.61,7.56,228183.5,56.3,72.51,57.64,74.05,54.05,34.87
4372,29.11,91.04,94.66,0.62,7.81,216650.8,52.88,72.55,57.5,74.05,54.09,33.73
4373,29.35,90.31,94.6,0.61,7.63,225623,55.23,72.73,57.64,74.19,54.2,32.96
4374,29.32,90.2,94.6,0.62,7.4,219408.3,56.89,72.73,57.72,74.19,54.16,37.16
4375,29.18,90.38,94.63,0.62,7.4,217984.3,56.23,72.62,57.86,74.19,54.2,36.01
4376,27.78,90.23,94.6,0.61,7.51,219686.4,55.69,72.66,57.57,73.94,54.2,37.54
4377,26.27,90.56,94.72,0.61,7.17,213326.7,49.93,72.62,57.61,73.61,54.31,35.44
4378,25.9,90.05,94.78,0.61,7.31,211397.4,51.15,72.58,57.5,73.5,54.27,36.78
4379,25.32,89.65,94.81,0.61,7.41,204466.3,53.25,72.62,57.5,73.72,54.05,37.16
4380,25.39,89.72,94.83,0.62,7.72,200539.9,53.2,72.51,57.42,73.57,53.94,37.35
4381,25.35,89.25,94.86,0.61,8.01,201701,53.3,72.47,57.28,73.57,53.72,36.97
4382,24.91,89.28,94.86,0.62,7.41,199729.8,49.95,72.47,57.17,73.46,53.72,36.59
4383,24.22,88.84,94.86,0.62,7.57,201376.8,51.22,72.51,57.13,73.28,53.61,35.06
4384,23.16,88.73,94.83,0.62,7.66,197239.9,51.71,72.29,56.98,73.21,53.43,36.78
4385,22.21,88.37,94.83,0.62,7.51,201819.2,51.71,72.36,56.84,72.8,53.43,36.97
4386,22.58,88.4,94.86,0.61,7.24,200729.3,51.69,72.29,56.73,72.84,53.43,36.78
4387,21.18,88.84,94.92,0.62,7.5,201768.8,48.49,72.4,56.8,72.73,53.5,36.59
4388,21.22,90.2,94.92,0.62,7.52,201819.2,50.76,72.44,57.42,73.35,54.2,39.25
4389,22.24,90.34,94.95,0.61,7.62,200956.8,51.71,72.8,57.61,73.79,54.42,37.16
4390,22.48,89.87,94.95,0.61,7.57,201947,52.17,72.47,57.42,73.43,54.13,35.44
4391,23.2,88.55,94.95,0.61,7.38,197881.5,54.25,72.44,57.13,73.24,53.72,36.78
4392,23.98,89.87,94.98,0.62,7.52,198457.4,50.93,72.51,57.09,73.32,53.69,35.25
4393,25.11,89.76,94.98,0.61,7.35,196943.3,50.95,72.44,57.2,73.24,53.87,34.68
4394,26.62,89.65,94.92,0.61,7.61,201286.5,50.93,72.62,57.35,73.02,53.83,34.11
4395,27.95,89.21,94.86,0.61,7.37,199711.6,53.17,72.55,57.31,73.39,54.05,33.35
4396,29.28,89.8,94.83,0.61,7.39,208051.9,57.3,72.55,57.68,73.57,54.16,34.87
4397,30.38,89.54,94.78,0.61,7.53,202638.9,55.13,72.69,57.75,73.83,54.27,33.16
4398,31.27,91.41,94.69,0.61,7.56,207831.8,55.1,72.77,57.94,74.27,54.46,33.92
4399,32.09,91.04,94.72,0.61,7.43,215449.2,55.08,72.8,57.97,74.16,54.57,33.73
4400,32.7,91.37,94.63,0.61,7.4,223266.7,55.13,72.95,58.08,74.34,54.49,33.54
4401,33.04,89.65,94.54,0.61,7.39,229207.5,63.79,72.73,58.15,74.89,54.57,34.3
4402,33.28,91.52,94.54,0.61,7.25,215187.3,57.08,72.88,58.34,74.52,54.9,35.44
4403,32.67,90.27,94.51,0.61,7.5,219071.8,60.3,72.91,58.15,74.6,54.71,36.59
4404,32.36,91.15,94.51,0.62,7.11,218875,60.3,72.91,58.23,74.85,54.82,35.25
4405,30.79,90.93,94.51,0.62,7.34,215788.7,60.28,72.91,58.12,74.78,54.64,35.06
4406,29.49,89.83,94.54,0.61,7.28,207966,62.35,72.91,58.01,74.85,54.57,35.82
4407,28.36,90.82,94.6,0.62,7.49,209071.3,56.98,72.88,57.94,74.3,54.42,38.68
4408,26.82,90.13,94.63,0.62,7.32,212680,57.01,72.62,57.79,74.16,54.27,36.01
4409,25.93,90.67,94.66,0.62,7.45,207476.2,55.98,72.69,57.53,74.27,54.13,39.82
4410,24.53,88.44,94.78,0.62,7.45,202265,55.91,72.47,57.35,73.21,53.98,38.87
4411,24.46,87.2,94.72,0.62,7.71,200279.2,64.28,72.33,57.13,73.35,53.5,37.35
4412,23.75,89.5,94.78,0.61,7.64,199997.3,49.02,72.47,57.09,72.8,53.87,37.16
4413,22.62,88.95,94.78,0.62,7.58,197264.5,50.29,72.47,56.95,72.73,53.61,37.73
4414,21.8,88.51,94.81,0.61,7.46,195858.6,50.22,72.33,56.84,72.8,53.43,36.78
4415,21.15,88.73,94.81,0.62,7.69,200791.9,48.98,72.44,56.73,72.58,53.43,36.2
4416,20.5,89.03,94.86,0.62,7.62,198854.2,48.02,72.29,56.54,72.58,53.36,36.97
4417,19.85,89.65,94.95,0.61,7.16,204475.9,49.22,72.47,57.09,72.84,53.94,39.25
4418,19.99,89.14,94.95,0.61,7.31,201622.8,50.81,72.62,57.17,72.8,54.16,37.92
4419,20.87,90.16,94.98,0.61,7.49,209218.1,50.17,72.62,57.24,72.8,54.2,36.97
4420,21.69,89.21,95.01,0.61,7.65,220086.9,50.17,72.47,56.95,72.62,53.69,35.44
4421,22.65,88.95,95.01,0.62,7.7,221711,51.81,72.47,56.65,72.84,53.39,36.39
4422,23.78,88.7,95.01,0.61,7.52,209640.7,49.93,72.33,56.58,72.47,53.5,34.11
4423,24.87,89.58,94.98,0.61,7.52,202218.7,49.93,72.4,56.65,72.84,53.43,35.63
4424,25.83,89.03,94.92,0.61,7.5,203338.4,51.07,72.44,56.98,72.8,53.58,33.73
4425,27.44,89.69,94.78,0.61,7.56,207262.1,53.27,72.4,56.98,73.17,53.61,34.68
4426,28.36,90.67,94.72,0.62,7.29,204597,53.42,72.58,57.09,73.57,53.76,34.3
4427,29.25,90.6,94.69,0.61,7.46,214754.5,53.59,72.51,57.31,73.61,53.98,33.73
4428,29.73,90.31,94.57,0.61,7.52,206500.4,54.74,72.62,57.57,73.65,54.13,34.87
4429,30.51,90.53,94.51,0.61,7.5,215133,55.76,72.69,57.57,73.9,54.24,34.3
4430,30.72,90.27,94.45,0.61,7.73,215095.3,56.79,72.62,57.68,73.94,54.05,33.73
4431,30.99,91.37,94.45,0.62,7.53,217466.8,55.47,72.73,57.64,74.23,54.31,34.11
4432,30.31,91.66,94.42,0.62,7.5,224479.7,57.08,72.73,57.75,74.27,54.42,34.68
4433,30.03,91.15,94.48,0.62,7.63,217955.7,58.2,72.8,57.86,74.41,54.31,35.06
4434,28.77,90.23,94.6,0.62,7.46,217523.6,58.15,72.69,57.75,74.41,54.31,37.73
4435,27.47,90.31,94.75,0.62,7.51,217468,56.01,72.66,57.57,74.16,54.16,36.2
4436,26.58,90.53,94.83,0.62,7.66,215789.7,50.88,72.58,57.5,73.61,54.2,36.59
4437,25.42,90.09,94.81,0.62,7.43,229500.7,52.12,72.62,57.39,73.35,54.13,36.78
4438,25.42,89.87,94.86,0.61,7.53,199684.2,52.73,72.58,57.28,73.57,54.09,38.11
4439,24.81,90.34,94.83,0.61,7.73,199760.1,51.66,72.55,57.24,73.32,54.09,36.97
4440,24.05,90.13,94.89,0.62,7.53,201341.6,52.12,72.69,57.17,73.39,54.05,39.44
4441,24.12,89.91,94.89,0.62,7.38,200919.2,50.27,72.58,57.17,73.32,53.94,38.49
4442,23.81,89.5,94.86,0.62,7.51,202130.9,52.27,72.55,57.17,73.46,53.91,36.39
4443,23.27,89.43,94.86,0.61,7.51,197692.7,52.3,72.62,57.39,73.32,54.2,36.2
4444,22.62,89.69,94.95,0.61,7.63,198174.4,52.17,72.58,57.31,73.32,54.27,37.16
4445,22.1,89.54,94.95,0.61,7.65,199332.5,54.3,72.47,57.39,73.39,54.13,39.82
4446,21.83,89.72,95.01,0.62,7.86,199246.8,49.98,72.55,57.28,73.1,54.31,36.39
4447,21.59,89.65,95.01,0.61,7.31,208065.8,51.15,72.47,57.2,72.99,54.2,38.11
4448,21.83,88.84,95.01,0.61,7.47,210632.6,52.15,72.58,57.13,73.24,54.13,38.49
4449,23.03,89.39,95.07,0.61,7.29,217735.8,52.15,72.51,57.24,73.21,54.02,36.97
4450,23.03,89.17,95.1,0.62,7.34,224828.3,54.3,72.55,57.06,73.46,53.87,37.92
4451,22.34,88.51,95.13,0.61,7.46,215418.6,52.59,72.44,57.06,72.99,53.83,35.82
4452,21.63,88.77,95.07,0.61,7.47,196854.3,51.98,72.4,57.02,73.02,53.83,39.44
4453,21.66,89.14,95.04,0.62,7.31,202898.8,52.66,72.44,57.02,73.13,53.94,40.01
4454,25.25,89.8,95.01,0.62,7.14,201117.1,52.64,72.58,57.24,73.24,54.09,36.39
4455,27.47,89.54,94.95,0.61,7.4,200776.4,56.96,72.62,57.42,73.76,54.02,36.97
4456,28.05,89.91,94.92,0.62,7.5,204174.3,51.9,72.69,57.35,73.72,54.16,32.77
4457,29.08,89.87,94.83,0.62,7.67,205965.8,55.3,72.66,57.31,73.79,53.94,34.68
4458,28.98,90.09,94.81,0.62,7.36,215237.2,55.32,72.62,57.46,73.98,54.13,34.49
4459,29.01,90.42,94.81,0.61,7.34,208237.5,55.15,72.84,57.57,73.98,54.38,34.11
4460,28.05,89.54,94.75,0.61,7.48,212577.9,62.35,72.73,57.72,74.19,54.31,34.87
4461,26.72,90.53,94.81,0.61,7.65,216026.5,52.39,72.69,57.64,73.9,54.57,34.87
4462,25.66,90.56,94.81,0.62,7.4,213742.5,54.13,72.77,57.72,74.05,54.49,39.82
4463,24.67,90.6,94.83,0.62,7.45,219873.5,52.95,72.69,57.68,73.79,54.42,36.59
4464,24.19,90.2,94.83,0.62,7.46,210904.5,53.05,72.58,57.42,73.57,54.24,39.25
4465,23.54,88.26,94.92,0.61,7.46,207267.9,58.84,72.58,57.31,73.57,54.02,37.73
4466,22.75,89.76,94.89,0.61,7.55,217259.6,50.64,72.55,57.24,73.17,54.2,35.82
4467,22.1,89.36,94.95,0.62,7.64,200006,51.51,72.44,57.09,73.21,54.05,37.16
4468,21.22,88.77,94.89,0.62,7.54,207819.3,51.59,72.36,57.02,72.88,53.87,38.11
4469,21.22,89.03,94.86,0.62,7.68,222299,51.07,72.44,56.87,72.95,53.72,38.11
4470,20.77,87.2,94.81,0.61,7.73,206288.4,63.26,72.22,56.95,73.17,53.47,37.35
4471,20.6,88.95,94.81,0.61,7.29,201027.9,47.97,72.44,56.91,72.4,53.69,36.97
4472,20.4,88.51,94.86,0.62,7.52,197914.4,50.2,72.44,56.73,72.58,53.72,37.73
4473,20.05,88.81,94.92,0.62,7.54,199246.2,50.15,72.44,56.73,72.55,53.61,38.68
4474,20.02,88.59,94.92,0.62,7.28,202291.7,50.1,72.25,56.8,72.66,53.54,36.78
4475,19.75,88.15,94.98,0.61,7.26,200420.8,50.81,72.25,56.76,72.73,53.54,37.92
4476,19.81,88.84,95.04,0.61,7.23,203594,48.93,72.29,56.84,72.66,53.69,37.16
4477,20.02,88.55,95.07,0.61,7.44,200464.7,48.93,72.47,56.8,72.58,53.65,38.3
4478,20.23,88.26,95.07,0.62,7.32,209359.8,51.17,72.47,56.84,72.66,53.69,36.78
4479,21.35,88.51,95.04,0.61,7.68,212976,51.1,72.4,56.98,72.22,53.83,35.82
4480,23.13,88.81,95.01,0.62,7.44,217384.3,51.42,72.62,56.95,73.32,53.94,37.35
4481,25.35,89.21,95.01,0.61,7.38,216786.8,50.9,72.69,57.42,73.39,53.94,33.92
4482,27.06,89.36,94.92,0.62,7.53,198811.4,53.74,72.62,57.39,73.76,54.02,35.25
4483,28.74,90.16,94.86,0.62,7.58,206216.7,53.78,72.62,57.42,74.08,54.27,32.96
4484,29.28,89.54,94.86,0.61,7.42,203456,53.76,72.55,57.53,74.05,54.05,33.35
4485,29.93,89.47,94.78,0.62,7.46,216383.5,57.37,72.69,57.61,74.34,53.83,36.2
4486,30.75,89.83,94.72,0.61,7.39,227228.9,53.98,72.77,57.64,74.08,54.31,32.77
4487,30.92,89.98,94.66,0.61,7.57,205808.5,55.18,72.58,57.17,73.61,53.5,34.68
4488,30.44,90.13,94.66,0.61,7.62,224257.7,55.69,72.55,57.17,73.76,53.61,34.87
4489,30.07,90.53,94.6,0.61,7.36,220015.3,56.76,72.69,57.17,74.05,53.61,34.87
4490,29.52,88.77,94.69,0.61,7.54,220096.3,60.08,72.51,57.24,74.01,53.69,37.54
4491,28.87,90.67,94.66,0.61,7.42,201193.8,54,72.77,57.24,74.16,53.8,33.54
4492,28.09,90.53,94.66,0.62,7.5,200382.9,55.01,72.73,57.39,74.01,53.98,35.82
4493,27.37,89.72,94.72,0.61,7.25,200213.1,55.01,72.69,57.35,73.83,53.76,36.39
4494,27.13,88.88,94.78,0.61,7.49,197331.2,54,72.44,57.17,73.24,53.8,35.44
4495,26.58,88.11,94.78,0.61,7.55,197035.7,59.06,72.47,56.98,73.5,53.65,37.54
4496,27.06,89.8,94.83,0.61,7.5,200169.3,50.64,72.4,57.17,73.21,53.76,35.06
4497,26.58,90.97,94.86,0.61,7.59,199257.3,51.73,72.66,57.61,73.87,54.31,37.73
4498,26.07,91,94.86,0.61,7.29,197786.3,51.73,73.06,57.94,74.08,54.79,36.2
4499,25.32,90.45,94.83,0.62,7.29,203131,55.84,72.69,57.94,74.12,54.53,35.44
4500,25.8,88.77,94.75,0.62,7.43,196246.8,67.85,72.62,57.57,74.27,53.94,37.73
4501,25.45,89.83,94.78,0.62,7.33,203175.7,52.83,72.55,57.35,73.79,53.94,35.06
4502,25.11,89.61,94.86,0.62,7.15,199514.6,54.61,72.58,57.35,73.76,53.94,36.2
4503,23.61,89.54,94.83,0.62,7.34,196684,54.69,72.47,57.09,73.46,53.69,36.39
4504,23.16,89.1,94.95,0.62,7.34,199201.3,54.08,72.44,57.13,73.35,53.61,36.97
4505,25.83,87.78,94.95,0.61,7.37,203352.7,64.19,72.44,57.24,73.72,53.54,35.63
4506,27.16,90.13,95.01,0.62,7.72,202836.1,52.17,72.73,57.46,73.57,54.09,34.49
4507,28.36,90.02,95.01,0.61,7.25,202555.4,54.86,72.66,57.5,73.87,53.94,35.06
4508,27.88,89.32,95.07,0.61,7.42,201056.3,55.2,72.66,57.68,73.83,54.13,32.96
4509,26.75,89.58,95.19,0.61,7.53,201412,55.18,72.69,57.5,73.83,54.09,33.35
4510,22.82,88.07,95.36,0.61,7.52,195472.3,59.25,72.36,57.31,73.35,53.8,36.01
4511,22.38,89.36,95.3,0.61,7.4,200819.8,49.78,72.51,57.2,73.13,54.02,37.92
4512,22.38,88.77,95.24,0.61,7.58,194832,50.71,72.62,57.17,73.21,53.94,42.87
4513,25.01,88.59,95.22,0.61,7.41,203741.1,51.25,72.55,57.17,73.06,53.69,38.11
4514,26.07,88.81,95.16,0.61,7.47,203154.5,52.17,72.47,57.17,73.24,53.76,35.25
4515,26.58,87.38,95.07,0.61,7.72,208183.5,62.45,72.51,57.17,73.32,53.58,35.06
4516,27.27,89.25,95.1,0.61,7.4,221319.2,50.1,72.62,57.35,73.35,54.02,34.3
4517,28.46,88.66,95.01,0.61,7.51,219560.6,54.76,72.66,57.24,73.43,53.76,34.87
4518,28.43,89.03,95.01,0.62,7.35,227200.6,54.79,72.62,57.13,73.79,53.91,35.44
4519,27.2,89.1,95.04,0.62,7.56,221121.3,54.59,72.66,57.17,73.9,53.72,36.01
4520,25.52,88.26,95.13,0.61,7.61,222353,58.84,72.55,57.28,73.65,53.72,35.25
4521,24.91,89.28,95.13,0.62,7.45,206202.8,50.88,72.55,57.28,73.57,53.94,36.97
4522,25.15,90.86,95.22,0.62,7.79,199018.7,51.51,72.8,57.68,73.9,54.64,36.97
4523,24.81,90.71,95.27,0.61,7.48,201710.4,51,72.8,57.97,73.94,54.86,39.82
4524,24.87,90.97,95.22,0.62,7.65,194863.8,51.05,72.88,58.01,74.01,54.9,35.25
4525,24.74,91.11,95.13,0.61,7.21,200992.4,55.84,73.06,58.04,74.6,54.75,37.92
4526,24.26,92.47,95.13,0.62,7.37,207536.9,49.93,72.99,57.94,74.19,55.04,36.2
4527,24.26,91.26,95.16,0.61,7.35,206985.8,50.49,72.91,57.97,73.94,54.9,36.97
4528,23.78,91.81,95.13,0.61,7.35,213681.3,50.05,72.88,57.97,73.94,54.82,37.73
4529,21.46,92.4,95.13,0.62,7.8,206830.3,49.44,72.91,57.68,73.72,54.86,37.92
4530,21.97,89.91,95.22,0.61,7.46,202686.8,49.61,72.66,57.42,73.13,54.2,38.49
4531,21.28,89.83,95.19,0.62,7.4,206023,46.95,72.51,56.87,72.47,53.58,38.87
4532,21.52,88.73,95.16,0.62,7.47,201420.1,48.68,72.44,56.62,72.55,53.28,38.68
4533,23.03,88.88,95.19,0.61,7.56,204884.4,48.71,72.36,56.58,72.36,53.14,36.01
4534,20.53,88.59,95.27,0.62,7.35,211811.2,48.63,72.33,56.54,72.47,53.25,36.59
4535,21.87,88.51,95.3,0.62,7.52,218104.7,50.27,72.25,56.62,72.62,53.25,37.92
4536,23.47,88.77,95.27,0.62,7.43,210711.3,48.19,72.4,56.8,72.8,53.58,37.16
4537,24.77,89.1,95.24,0.61,7.47,208325.3,51.22,72.4,56.91,73.13,53.47,35.44
4538,25.69,89.14,95.19,0.62,7.5,208896.5,51.22,72.47,57.06,73.43,53.61,33.92
4539,27.06,89.61,95.16,0.62,7.29,199970.7,51.25,72.51,57.24,73.57,53.87,34.87
4540,28.05,89.43,95.07,0.62,7.52,204209,53.81,72.58,57.24,73.83,53.69,35.06
4541,29.08,87.96,94.92,0.61,7.46,209099.5,60.79,72.47,57.17,73.94,53.58,34.3
4542,30.21,89.91,94.92,0.61,7.41,208818.3,50.05,72.55,57.2,73.65,53.8,33.54
4543,30.85,90.34,94.86,0.61,7.21,200849.3,52.12,72.51,57.2,73.46,53.58,33.73
4544,31.37,90.2,94.81,0.61,7.49,204498.7,52.17,72.58,57.06,73.43,53.43,33.92
4545,31.16,90.49,94.75,0.61,7.63,227530.2,52.2,72.33,56.95,73.57,53.28,38.11
4546,30.82,90.86,94.69,0.61,7.59,210054.4,50.93,72.47,56.87,73.46,53.43,34.49
4547,30.38,90.16,94.69,0.61,7.58,202899.4,52.22,72.44,56.91,73.32,53.5,36.59
4548,28.77,90.23,94.66,0.61,7.36,207955,51.64,72.33,56.91,73.28,53.43,39.25
4549,27.68,90.02,94.72,0.61,7.36,197464.6,51.61,72.33,57.02,73.43,53.54,37.92
4550,27.3,90.05,94.81,0.61,7.44,211466.7,51.76,72.47,56.87,73.5,53.47,37.73
4551,26.38,90.49,94.81,0.61,7.31,214018.7,51.51,72.62,57.5,73.9,54.09,36.01
4552,26.27,92.03,94.81,0.62,7.25,202935.1,50.44,72.8,57.79,74.19,54.57,36.97
4553,27.13,92.03,94.81,0.61,7.37,199390.7,50.42,73.02,57.86,74.23,54.75,40.01
4554,26.24,92.69,94.78,0.61,7.27,198858.7,50.39,72.91,58.12,74.3,54.79,38.3
4555,23.78,92.14,94.83,0.61,7.22,202100.8,50.44,72.88,57.9,74.01,54.9,34.68
4556,23.75,93.6,94.86,0.62,7.19,199380,48.36,72.99,57.68,74.01,54.82,38.11
4557,23.71,91.3,94.83,0.61,7.12,205483.4,50.1,72.77,57.79,73.65,54.82,40.4
4558,25.59,91.37,94.81,0.61,7.23,192213,49.61,72.69,57.28,73.57,54.02,39.06
4559,22.41,90.56,94.86,0.62,7.36,195173.4,49.02,72.51,56.98,73.21,53.5,36.2
4560,22.48,89.25,94.86,0.61,7.42,195421.6,47.97,72.33,56.73,72.8,53.36,38.87
4561,21.05,88.84,94.89,0.62,7.86,199140.7,46.36,72.25,56.51,72.55,53.25,39.44
4562,21.8,89.72,95.01,0.62,7.44,216471.3,47.56,72.22,56.47,72.47,53.36,36.39
4563,24.57,89.03,95.01,0.61,7.55,203144.2,48.78,72.33,56.62,72.62,53.17,36.97
4564,26.14,89.21,95.01,0.61,7.23,207926.5,50.81,72.33,56.84,72.95,53.25,38.68
4565,26.72,89.91,94.98,0.61,7.43,216196.8,50.81,72.44,57.06,73.24,53.65,33.35
4566,27.85,89.94,94.95,0.61,7.32,213613.9,49.02,72.58,57.02,73.43,53.69,33.35
4567,29.08,89.98,94.95,0.61,7.31,199934.8,51.66,72.51,57.17,73.87,53.83,32.77
4568,29.93,90.23,94.83,0.61,7.38,215025.8,52.3,72.77,57.39,73.9,54.05,33.92
4569,31.2,89.8,94.72,0.61,7.19,206433.3,53.64,72.69,57.42,74.08,54.02,36.97
4570,32.36,90.86,94.69,0.61,7.1,213321.4,53.71,72.58,57.57,74.12,54.09,34.49
4571,32.87,91.3,94.66,0.62,7.23,211141.4,51.2,72.69,57.61,74.27,54.2,32.39
4572,33.76,91.7,94.57,0.61,7.19,216597.7,52.12,72.77,57.46,74.16,54.02,40.21
4573,34.34,91.26,94.51,0.61,7.31,202374.6,53.76,72.69,57.57,74.3,54.05,36.39
4574,34.79,91.22,94.42,0.61,7.18,207896.2,54.74,72.73,57.42,74.52,54.02,34.49
4575,35.4,91.59,94.4,0.61,7.94,219231,54.74,72.73,57.53,74.08,53.87,35.06
4576,34.58,91.55,94.42,0.62,7.21,216884.5,52.05,72.62,57.35,73.76,53.8,36.39
4577,31.33,90.67,94.45,0.62,7.33,221040.6,55.23,72.69,57.46,73.68,53.76,33.92
4578,30.82,90.31,94.45,0.61,7.18,213709,52.95,72.51,57.28,73.21,53.76,38.11
4579,30.96,90.78,94.54,0.61,7.33,202208.9,52.95,72.62,57.13,73.46,53.76,36.59
4580,30.34,91.44,94.54,0.62,7.24,198010.8,53.03,72.69,56.98,73.83,53.65,36.2
4581,29.97,92.25,94.66,0.62,7.41,197057.7,48.95,72.84,57.42,73.61,54.27,37.54
4582,29.66,93.16,94.63,0.62,7.3,198062.4,51.73,72.99,57.61,74.12,54.53,38.11
4583,29.42,92.91,94.66,0.62,7.31,198370.1,51.71,72.84,57.75,74.16,54.75,36.2
4584,29.11,93.9,94.66,0.62,7.45,200080.2,51.73,73.02,58.01,74.49,54.86,38.3
4585,28.74,93.6,94.66,0.61,7.34,201160.9,51.76,73.06,58.01,74.19,54.97,35.82
4586,29.32,93.31,94.63,0.62,7.33,198424.9,50.1,72.95,58.01,74.3,54.9,36.78
4587,27.47,92.76,94.63,0.61,7.31,211402.1,51.71,72.95,57.94,74.19,54.97,36.39
4588,25.73,92.32,94.78,0.62,7.45,204230.5,48.85,72.8,57.28,73.39,54.31,35.63
4589,25.25,91.04,94.81,0.61,7.15,202168.2,48.02,72.51,56.73,72.99,53.83,38.68
4590,25.25,89.98,94.78,0.62,7.43,206625.8,52.32,72.47,56.8,72.99,53.5,40.78
4591,24.5,90.16,94.95,0.62,7.29,207041.5,46.95,72.55,56.58,72.47,53.58,37.16
4592,24.67,89.98,94.92,0.62,7.25,209858.4,48.07,72.47,56.69,72.55,53.5,37.92
4593,25.59,90.6,95.01,0.62,7.66,220622,47.46,72.62,56.58,72.66,53.5,35.63
4594,26.07,90.09,95.01,0.62,7.32,196638.3,49.05,72.51,56.65,72.91,53.58,35.82
4595,26.82,90.13,95.01,0.61,7.4,204083.9,49.05,72.58,56.73,72.91,53.69,35.25
4596,27.98,90.78,95.04,0.61,7.23,225074.4,47.36,72.66,57.02,73.24,53.94,36.59
4597,29.15,91,94.98,0.61,7.52,204052.4,50.27,72.77,57.2,73.5,54.13,36.2
4598,31.09,91.63,94.86,0.61,7.31,213632.1,52.73,72.91,57.39,73.9,54.2,36.01
4599,32.56,91.99,94.83,0.61,7.31,213520.3,52.73,73.02,57.5,74.16,54.2,33.16
4600,33.49,91.92,94.81,0.61,7.37,217207.8,55.3,72.91,57.57,74.23,54.31,36.78
4601,34.17,92.14,94.78,0.61,7.36,218178.1,50.17,72.91,57.31,73.94,54.27,36.01
4602,34.68,92.51,94.66,0.62,7.74,197522.6,55.81,72.8,57.5,74.12,54.24,35.06
4603,34.55,92.29,94.66,0.61,7.31,195300.4,52.93,72.8,57.53,74.08,54.31,36.78
4604,34.41,92.14,94.66,0.61,7.28,202981.4,52.98,72.88,57.46,74.01,54.35,36.2
4605,33.9,91.88,94.63,0.61,7.23,201181.1,57.3,72.69,57.64,74.08,54.35,36.78
4606,31.85,92.32,94.69,0.62,7.52,219500.8,50.81,72.73,57.42,73.98,54.35,39.63
4607,31.3,92.03,94.72,0.61,7.24,209533.1,53.78,72.77,57.61,74.05,54.27,38.3
4608,30.65,92.25,94.72,0.62,7.22,212869.1,53.83,72.8,57.31,73.9,54.24,38.11
4609,29.69,92.94,94.83,0.62,7.2,203221.3,51,72.95,57.53,74.01,54.57,39.06
4610,29.32,92.25,94.89,0.61,7.34,204945.6,58.3,72.88,58.01,74.41,54.86,37.16
4611,28.26,93.86,94.92,0.61,7.69,196709.7,49.17,73.21,58.23,74.3,55.26,39.44
4612,27.68,93.09,94.95,0.61,7.27,198276.4,50.81,73.06,58.3,74.34,55.33,40.4
4613,27.16,93.68,94.92,0.61,7.15,198405.9,49.51,73.24,58.26,74.45,55.41,37.92
4614,26.86,93.38,94.95,0.62,7.46,198015,50.27,72.95,58.08,74.16,55.3,41.35
4615,25.18,91.99,94.98,0.61,7.27,199721.2,55.4,72.88,57.72,74.08,54.71,35.44
4616,26.65,91.55,94.95,0.62,7.16,200615.5,48.17,72.62,57.06,73.28,54.13,38.3
4617,24.05,90.6,95.07,0.62,7.31,192319.8,48.66,72.47,56.76,73.06,53.61,37.54
4618,23.64,90.64,95.04,0.62,7.46,197573.3,46.9,72.47,56.62,72.55,53.58,38.11
4619,23.44,90.02,95.07,0.62,7.38,197148.3,47.12,72.44,56.43,72.44,53.39,38.3
4620,22.52,89.69,95.16,0.61,7.83,196786.6,48.88,72.47,56.25,72.47,53.17,38.11
4621,23.71,89.98,95.22,0.61,7.35,200907.6,45.44,72.55,56.21,72.11,53.25,37.16
4622,24.63,90.16,95.22,0.61,7.6,198084.2,47.12,72.55,56.47,72.55,53.28,36.01
4623,26,90.45,95.24,0.61,7.34,198852,48.8,72.47,56.58,72.73,53.58,35.63
4624,27.51,90.6,95.27,0.61,7.32,212861.3,48.73,72.58,56.73,72.69,53.54,35.25
4625,29.25,91.63,95.22,0.61,7.13,210640.9,46.85,72.69,56.65,72.8,53.69,33.73
4626,30.21,92.1,95.16,0.62,7.44,204173.4,50.15,72.62,56.91,73.35,53.76,32.96
4627,31.47,91.33,95.13,0.61,7.47,208635.2,53.78,72.62,57.06,73.57,53.76,34.87
4628,32.77,92.18,95.01,0.62,7.36,217709.3,53.1,72.69,57.35,73.87,54.02,34.49
4629,33.45,92.51,94.95,0.62,7.35,205059,53.1,72.8,57.28,74.05,53.83,34.11
4630,34.14,92.73,94.92,0.62,7.1,210037.4,48.93,72.8,57.39,73.68,54.02,40.21
4631,35.06,92.14,94.83,0.62,7.3,220458,52.71,72.73,57.35,74.01,54.02,33.54
